label,count,category,method,confidence,details
life cycle stage,8,Biospecimen Age,keyword,MEDIUM,pattern: .*age.*
time point of infection,8,Biospecimen Age,keyword,HIGH,exact_match: time
cartilage pellets,8,Biospecimen Age,keyword,MEDIUM,pattern: .*age.*
embryo stage,8,Biospecimen Age,keyword,MEDIUM,pattern: .*age.*
activation,8,Biospecimen Age,similarity,MEDIUM,Similar to: activation agent (score: 0.769)
phase of growth,8,Biospecimen Age,llm,MEDIUM,Phase of growth could be related to the age or developmental stage of the biospecimen.
passage/days,7,Biospecimen Age,keyword,MEDIUM,keyword: passage
"developmental stage, weeks",7,Biospecimen Age,keyword,MEDIUM,keyword: developmental stage
time of_drug_treatment,7,Biospecimen Age,keyword,HIGH,exact_match: time
incubation,7,Biospecimen Age,similarity,MEDIUM,Similar to: incubation time (score: 0.800)
time after exposure,6,Biospecimen Age,keyword,HIGH,exact_match: time
treatment time-point,6,Biospecimen Age,keyword,LOW,pattern: .*time.*
collection timepoint,6,Biospecimen Age,keyword,MEDIUM,keyword: timepoint
developmental stage/age,6,Biospecimen Age,keyword,MEDIUM,keyword: developmental stage
days from treatment,6,Biospecimen Age,keyword,LOW,pattern: .*day.*
time after stimulation,6,Biospecimen Age,keyword,HIGH,exact_match: time
age category,6,Biospecimen Age,keyword,HIGH,exact_match: age
day post neural induction,6,Biospecimen Age,keyword,HIGH,exact_match: day
days_since_positive_test,6,Biospecimen Age,keyword,LOW,pattern: .*day.*
life cycle,6,Biospecimen Age,similarity,MEDIUM,Similar to: life cycle stage (score: 0.769)
Growth Medium,6,Biospecimen Age,similarity,MEDIUM,Similar to: growth time (score: 0.750)
days in culture,5,Biospecimen Age,keyword,LOW,pattern: .*day.*
of passage,5,Biospecimen Age,keyword,MEDIUM,keyword: passage
sorted,5,Biospecimen Age,similarity,MEDIUM,Similar to: sorter day (score: 0.750)
days of final differentiation,4,Biospecimen Age,keyword,LOW,pattern: .*day.*
stage of disease,4,Biospecimen Age,keyword,MEDIUM,pattern: .*age.*
passages after establishing stable clones,4,Biospecimen Age,keyword,MEDIUM,keyword: passage
culture time,4,Biospecimen Age,keyword,HIGH,exact_match: time
treatment/agent,4,Biospecimen Age,keyword,MEDIUM,pattern: .*age.*
data type description,4,Biospecimen Age,similarity,MEDIUM,Similar to: age description (score: 0.778)
treatment / timepoint,3,Biospecimen Age,keyword,MEDIUM,keyword: timepoint
infection time point,3,Biospecimen Age,keyword,HIGH,exact_match: time
days_post_infection,3,Biospecimen Age,keyword,LOW,pattern: .*day.*
developmental state,3,Biospecimen Age,similarity,HIGH,Similar to: developmental stage (score: 0.947)
postnatal day,2,Biospecimen Age,keyword,HIGH,exact_match: day
stage of differentiation,2,Biospecimen Age,keyword,MEDIUM,pattern: .*age.*
cause of death,2,Biospecimen Age,similarity,MEDIUM,Similar to: age of death (score: 0.846)
passage no,1,Biospecimen Age,keyword,MEDIUM,keyword: passage
incubation partner,1,Biospecimen Age,similarity,MEDIUM,Similar to: incubation time (score: 0.788)
disease state,31657,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
disease,14111,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
diagnosis,11647,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
condition,10956,Biospecimen Disease Condition,keyword,HIGH,exact_match: condition
infection,8270,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
disease status,4806,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
clinical info,3680,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: clinical diagnosis (score: 0.774)
histology,3618,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: histopathology (score: 0.783)
tumor type,3082,Biospecimen Disease Condition,keyword,HIGH,exact_match: tumor
cohort,3031,Biospecimen Disease Condition,llm,MEDIUM,"A cohort is a group of individuals with a shared characteristic, such as a disease condition, which is a common context in biomedical research."
housing condition,2815,Biospecimen Disease Condition,keyword,HIGH,exact_match: condition
smoking status,2577,Biospecimen Disease Condition,llm,MEDIUM,"Smoking status is a risk factor for various diseases, and is often considered a disease condition or a characteristic of the biospecimen donor."
pasi,2192,Biospecimen Disease Condition,llm,MEDIUM,"PASI is an acronym for Psoriasis Area and Severity Index, which is a measure of disease severity in psoriasis patients, indicating a disease condition."
diseasestate,2186,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
clinical diagnosis,2111,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
pathologic status,1940,Biospecimen Disease Condition,llm,HIGH,Pathologic status is a characteristic of the disease condition of the donor or sample.
histologic diagnosis,1936,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
grade,1888,Biospecimen Disease Condition,llm,HIGH,Grade is often used to describe the severity or stage of a disease condition.
tumor grade,1602,Biospecimen Disease Condition,keyword,HIGH,exact_match: tumor
surgical status,1417,Biospecimen Disease Condition,llm,HIGH,Surgical status is a condition of the donor
infection status,1402,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
tumor location,1401,Biospecimen Disease Condition,keyword,HIGH,exact_match: tumor
infection states,1389,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
outcome,1324,Biospecimen Disease Condition,llm,HIGH,Outcome is a condition of the donor
disease group,1144,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
final diagnosis,1067,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
status,1055,Biospecimen Disease Condition,llm,HIGH,Status often refers to the disease condition or health status of the donor or sample.
primary site,1010,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: primary tumor site (score: 0.800)
subtype,994,Biospecimen Disease Condition,llm,HIGH,"Subtype is a characteristic of a disease or condition, which can be considered a type of biospecimen disease condition."
culture result,894,Biospecimen Disease Condition,llm,HIGH,Culture result is a diagnostic outcome that indicates the disease condition of the donor or sample.
site_onset,876,Biospecimen Disease Condition,llm,HIGH,"Site onset refers to the location where a disease or condition first appears, which is related to the disease condition of the donor or sample."
metastasis,840,Biospecimen Disease Condition,llm,HIGH,"Metastasis is a characteristic of cancer, which is a disease condition of the donor or sample."
cancer status,837,Biospecimen Disease Condition,keyword,HIGH,exact_match: cancer
severity score,811,Biospecimen Disease Condition,llm,HIGH,Severity score is a measure of the disease condition
hours post infection,779,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
disease severity,774,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
stress,744,Biospecimen Disease Condition,llm,MEDIUM,Stress could be a factor contributing to a disease condition
infection protocol,740,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
working_diagnosis,678,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
first_diagnosis,678,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
smoker,670,Biospecimen Disease Condition,llm,HIGH,Smoker is a disease condition or risk factor associated with certain health outcomes
tumor grading,658,Biospecimen Disease Condition,keyword,HIGH,exact_match: tumor
severity,619,Biospecimen Disease Condition,llm,HIGH,Describes the extent or degree of a disease condition
pathology,605,Biospecimen Disease Condition,keyword,MEDIUM,keyword: pathology
brain region,595,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: brain tumor region (score: 0.800)
illness,574,Biospecimen Disease Condition,llm,HIGH,Illness is a synonym for disease condition
Illness,546,Biospecimen Disease Condition,llm,HIGH,Illness is a synonym for disease condition
disease duration,527,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
disease_category,507,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
institutional tumor diagnosis,500,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
disease location,500,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
disease staging,500,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
cancer site,500,Biospecimen Disease Condition,keyword,HIGH,exact_match: cancer
viral_positivity,500,Biospecimen Disease Condition,llm,HIGH,"Viral positivity indicates the presence of a virus, which is a disease condition."
neoplastic,500,Biospecimen Disease Condition,llm,HIGH,"Neoplastic refers to the presence of abnormal or cancerous cells, which is a disease condition."
consortium lung phenotype,500,Biospecimen Disease Condition,llm,HIGH,"This label seems to be related to the disease condition or phenotype of the biospecimen, specifically lung-related."
malaria_transmission,500,Biospecimen Disease Condition,llm,HIGH,This label seems to be related to the disease condition or transmission of malaria.
consortium lung phenotype surrogate variable,500,Biospecimen Disease Condition,llm,MEDIUM,"This label seems to be related to the disease condition or phenotype of the biospecimen, but it is not a clear fit into this category."
meconium ileus status,500,Biospecimen Disease Condition,llm,HIGH,"This label is likely related to the disease condition of the biospecimen, as meconium ileus is a medical condition."
persistent ps aer status,500,Biospecimen Disease Condition,llm,HIGH,"This label is likely related to the disease condition of the biospecimen, as it seems to be a medical condition or diagnosis."
malaria_status,500,Biospecimen Disease Condition,llm,HIGH,Describes the disease condition of the donor or sample
tumor,494,Biospecimen Disease Condition,keyword,HIGH,exact_match: tumor
who category,493,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: tumor category (score: 0.769)
neuropathological_diagnosis,492,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
clinical_diagnosis,492,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
disease_duration_years,492,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
dementia,492,Biospecimen Disease Condition,llm,HIGH,Specific disease condition
diagnostic_mean,484,Biospecimen Disease Condition,llm,MEDIUM,Could be related to disease condition or diagnosis
culture condition,472,Biospecimen Disease Condition,keyword,HIGH,exact_match: condition
death,460,Biospecimen Disease Condition,llm,MEDIUM,Could be related to disease condition or outcome
survival_status,450,Biospecimen Disease Condition,llm,HIGH,"Survival status is a characteristic of the disease condition, describing the outcome of the patient."
progression,448,Biospecimen Disease Condition,llm,HIGH,"Progression is a characteristic of the disease condition, describing the advancement of the disease."
site of infection,447,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
cancer type,439,Biospecimen Disease Condition,keyword,HIGH,exact_match: cancer
infection code,438,Biospecimen Disease Condition,keyword,HIGH,exact_match: infection
culture conditions,432,Biospecimen Disease Condition,keyword,LOW,pattern: .*condition.*
disease_status,426,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
parasitemia,419,Biospecimen Disease Condition,llm,HIGH,"Parasitemia refers to the presence of parasites in the blood, which is a disease condition."
reference diagnosis,415,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
condition description,405,Biospecimen Disease Condition,keyword,HIGH,exact_match: condition
adjusted disease severity index,399,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
initial ich volume,399,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: initial tumor volume (score: 0.789)
tst skin test,379,Biospecimen Disease Condition,llm,MEDIUM,"Tst skin test is a diagnostic test, which may be related to a disease condition."
diagnosis date,374,Biospecimen Disease Condition,keyword,HIGH,exact_match: diagnosis
joint problems,374,Biospecimen Disease Condition,llm,HIGH,"This label refers to a specific health issue, which aligns with the definition of Biospecimen Disease Condition."
family history,374,Biospecimen Disease Condition,llm,HIGH,"Family history is often used to understand genetic predispositions to diseases, which is related to the disease condition of the donor."
symptoms onset date,374,Biospecimen Disease Condition,llm,HIGH,"This label refers to the timing of disease symptoms, which is related to the disease condition of the donor."
who grade,367,Biospecimen Disease Condition,similarity,MEDIUM,Similar to: tumor who grade (score: 0.750)
growth condition,359,Biospecimen Disease Condition,keyword,HIGH,exact_match: condition
additional conditions,340,Biospecimen Disease Condition,keyword,LOW,pattern: .*condition.*
disease symptom,339,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
with or without clonal heterogeneity,332,Biospecimen Disease Condition,llm,MEDIUM,Describes a characteristic of the biospecimen related to disease or condition
international prognostic index,332,Biospecimen Disease Condition,llm,HIGH,A specific index used to predict disease outcome
dead or alive at the end of follow-up,332,Biospecimen Disease Condition,llm,HIGH,Describes the outcome of the disease or condition
total number of genomic aberrations,332,Biospecimen Disease Condition,llm,HIGH,Describes a characteristic of the biospecimen related to disease or condition
seizure,328,Biospecimen Disease Condition,llm,HIGH,"Seizure is a medical condition, so it fits well into the Biospecimen Disease Condition category."
other diseases,325,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
disease type,322,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
asthma,314,Biospecimen Disease Condition,llm,HIGH,"Asthma is a medical condition, so it fits well into the Biospecimen Disease Condition category."
smear_result,313,Biospecimen Disease Condition,llm,HIGH,"The term 'smear_result' suggests a diagnostic or analytical outcome, which is often related to a disease condition."
disease subtype,308,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
DiseaseState,300,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
anti-centromere,295,Biospecimen Disease Condition,llm,HIGH,"The term 'anti-centromere' suggests a specific type of antibody or disease marker, which is often related to a disease condition."
diagnosis.after.path.re.review,286,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
diagnosis.of.record,286,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
recurrence,286,Biospecimen Disease Condition,llm,HIGH,"Recurrence is a term often used to describe the return of a disease, which fits well within the disease condition category."
os.mos,286,Biospecimen Disease Condition,llm,HIGH,"OS.MOS likely stands for overall survival months, which is a measure of disease outcome, fitting the disease condition category."
surgical.outcome,286,Biospecimen Disease Condition,llm,HIGH,"Surgical outcome is a result of a medical intervention, often related to disease treatment, which aligns with the disease condition category."
psychiatric disorder,285,Biospecimen Disease Condition,llm,HIGH,"Psychiatric disorder is a type of disease condition, making it a clear fit for this category."
gastrointestinal disorder,285,Biospecimen Disease Condition,llm,HIGH,"Gastrointestinal disorder is a specific type of disease condition, fitting well within this category."
cerebral palsy,285,Biospecimen Disease Condition,llm,HIGH,"Cerebral palsy is a medical condition, making it a clear fit for the disease condition category."
mutational subclass,285,Biospecimen Disease Condition,llm,HIGH,"Mutational subclass refers to a specific genetic mutation related to a disease, which is a characteristic of the disease condition."
birth defects,285,Biospecimen Disease Condition,llm,HIGH,Birth defects are a type of disease condition
neurological disorder,285,Biospecimen Disease Condition,llm,HIGH,Neurological disorder is a type of disease condition
developmental/speech disorder,285,Biospecimen Disease Condition,llm,HIGH,Developmental/speech disorder is a type of disease condition
lung disease,283,Biospecimen Disease Condition,keyword,HIGH,exact_match: disease
diabetes,283,Biospecimen Disease Condition,llm,HIGH,Diabetes is a disease condition
chronic diseases,282,Biospecimen Disease Condition,keyword,LOW,pattern: .*disease.*
molecular.diagnosis,280,Biospecimen Disease Condition,keyword,LOW,pattern: .*diagnosis.*
primary.tumor,271,Biospecimen Disease Condition,keyword,LOW,pattern: .*tumor.*
tumor_name,270,Biospecimen Disease Condition,keyword,LOW,pattern: .*tumor.*
percent_weight_loss,268,Biospecimen Disease Condition,llm,HIGH,Weight loss is often a symptom or indicator of a disease condition
